aoi,trialnum,layout,target,stimulus,part4,fixations,x1,y1,x2,y2,x3,y3,x4,y4
14x-SOC-ALL,14,SOC,x,ALL,,57,1.140000,1.140000,588.910000,1.140000,588.910000,603.720000,1.140000,603.720000
21C-SOC-COLD,21,SOC,C,COLD,,0,594.060000,602.820000,447.550000,601.260000,445.940000,475.290000,594.060000,472.180000
19C-SOC-SWING,19,SOC,C,SWING,,9,441.060000,284.820000,294.550000,283.260000,292.940000,157.290000,441.060000,154.180000
28C-CORNERS-CLIMBING,28,CORN,C,CLIMBING,,0,742.570000,130.180000,596.060000,128.620000,594.450000,2.660000,742.570000,-0.450000
17B-CORNERS-COLD-1,17,CORN,B,COLD,1,8,741.130000,741.670000,594.620000,740.120000,593.010000,614.150000,741.130000,611.040000
2C-SOC-SLIDING,2,SOC,C,SLIDING,,0,297.060000,282.820000,150.550000,281.260000,148.940000,155.290000,297.060000,152.180000
30C-CORNERS-BABY,30,CORN,C,BABY,,0,148.310000,275.950000,1.800000,274.400000,0.190000,148.430000,148.310000,145.320000
14C-SOC-BOY,14,SOC,C,BOY,,0,145.060000,443.820000,-1.450000,442.260000,-3.060000,316.290000,145.060000,313.180000
27C-SOC-GIRL,27,SOC,C,GIRL,,0,149.060000,604.820000,2.550000,603.260000,0.940000,477.290000,149.060000,474.180000
4C-WIDE-CLIMBING-T,4,WIDE,D,CLIMBING,T,32,339.320000,327.320000,192.810000,325.760000,191.200000,199.790000,339.320000,196.680000
10C-CORNERS-COLD,10,CORN,C,COLD,,0,745.270000,739.450000,598.760000,737.900000,597.150000,611.930000,745.270000,608.820000
24C-SOC-HOT,24,SOC,C,HOT,,0,592.060000,446.820000,445.550000,445.260000,443.940000,319.290000,592.060000,316.180000
16C-SOC-CLIMBING,16,SOC,C,CLIMBING,,0,298.060000,128.820000,151.550000,127.260000,149.940000,1.290000,298.060000,-1.820000
8B-WIDE-GIRL-2,8,WIDE,B,GIRL,2,0,145.290000,127.560000,-1.220000,126.010000,-2.830000,0.040000,145.290000,-3.070000
20A-CLOCK-THROWING,20,CLOC,A,THROWING,,11,542.530000,124.370000,396.020000,122.810000,394.410000,-3.160000,542.530000,-6.270000
31C-WIDE-THROWING,31,WIDE,C,THROWING,,0,351.780000,533.560000,205.270000,532.000000,203.660000,406.040000,351.780000,402.920000
23C-CORNERS-THROWING,23,CORN,C,THROWING,,0,590.860000,273.230000,444.350000,271.670000,442.740000,145.700000,590.860000,142.590000
32A-WIDE-ME,32,WIDE,A,ME,,32,146.480000,743.390000,-0.030000,741.830000,-1.640000,615.870000,146.480000,612.760000
12B-CLOCK-SWING-2,12,CLOC,B,SWING,2,0,796.270000,509.200000,649.760000,507.650000,648.150000,381.680000,796.270000,378.570000
20C-CLOCK-HAPPY,20,CLOC,C,HAPPY,,0,401.190000,780.850000,254.680000,779.300000,253.070000,653.330000,401.190000,650.220000
3C-CLOCK-BABY,3,CLOC,C,BABY,,0,149.240000,384.860000,2.730000,383.300000,1.120000,257.340000,149.240000,254.230000
32C-WIDE-COLD,32,WIDE,C,COLD,,0,734.260000,739.530000,587.750000,737.980000,586.140000,612.010000,734.260000,608.900000
2C-SOC-CLIMBING,2,SOC,C,CLIMBING,,9,298.060000,128.820000,151.550000,127.260000,149.940000,1.290000,298.060000,-1.820000
27C-SOC-SWINGING,27,SOC,C,SWINGING,,0,300.560000,444.320000,154.050000,442.760000,152.440000,316.790000,300.560000,313.680000
28A-CORNERS-GIRL,28,CORN,A,GIRL,,32,146.700000,128.760000,0.190000,127.210000,-1.420000,1.240000,146.700000,-1.870000
26C-WIDE-GIRL,26,WIDE,C,GIRL,,0,146.200000,128.240000,-0.310000,126.680000,-1.920000,0.710000,146.200000,-2.400000
9C-CLOCK-SLIDE,9,CLOC,C,SLIDE,,0,793.160000,252.990000,646.650000,251.430000,645.040000,125.470000,793.160000,122.360000
28B-CORNERS-ME-1,28,CORN,B,ME,1,0,296.080000,128.840000,149.570000,127.290000,147.960000,1.320000,296.080000,-1.790000
8C-WIDE-SAD,8,WIDE,C,SAD,,0,735.460000,331.080000,588.940000,329.520000,587.330000,203.550000,735.460000,200.440000
8C-WIDE-SLIDING,8,WIDE,C,SLIDING,,0,346.080000,128.920000,199.570000,127.370000,197.960000,1.400000,346.080000,-1.710000
16C-SOC-COLD,16,SOC,C,COLD,,0,594.060000,602.820000,447.550000,601.260000,445.940000,475.290000,594.060000,472.180000
18X-CLOCK-ALL,18,CLOC,X,ALL,,64,1.140000,1.140000,794.330000,1.140000,794.330000,772.330000,1.140000,772.330000
15C-CORNERS-SAD,15,CORN,C,SAD,,0,745.270000,596.780000,598.760000,595.220000,597.150000,469.260000,745.270000,466.150000
2C-SOC-SAD,2,SOC,C,SAD,,0,591.060000,281.820000,444.550000,280.260000,442.940000,154.290000,591.060000,151.180000
1C-WIDE-SWINGING,1,WIDE,C,SWINGING,,0,341.270000,737.260000,194.760000,735.710000,193.150000,609.740000,341.270000,606.630000
8x-WIDE-ALL,8,WIDE,x,ALL,,137,1.140000,1.140000,738.330000,1.140000,738.330000,739.300000,1.140000,739.300000
11C-CLOCK-HOT,11,CLOC,C,HOT,,0,690.090000,772.720000,543.580000,771.170000,541.970000,645.200000,690.090000,642.090000
20C-CLOCK-BOY,20,CLOC,C,BOY,,0,147.750000,657.180000,1.240000,655.620000,-0.370000,529.660000,147.750000,526.550000
28C-CORNERS-THROWING,28,CORN,C,THROWING,,0,590.860000,273.230000,444.350000,271.670000,442.740000,145.700000,590.860000,142.590000
14C-SOC-CLIMBING,14,SOC,C,CLIMBING,,0,298.060000,128.820000,151.550000,127.260000,149.940000,1.290000,298.060000,-1.820000
27C-SOC-SLIDING,27,SOC,C,SLIDING,,0,297.060000,282.820000,150.550000,281.260000,148.940000,155.290000,297.060000,152.180000
25X-CORNERS-ALL,25,CORN,X,ALL,,40,-4.480000,-5.890000,746.530000,-5.890000,746.530000,772.330000,-4.480000,772.330000
2C-SOC-BABY,2,SOC,C,BABY,,0,147.060000,282.820000,0.550000,281.260000,-1.060000,155.290000,147.060000,152.180000
24C-SOC-GIRL,24,SOC,C,GIRL,,0,151.060000,605.820000,4.550000,604.260000,2.940000,478.290000,151.060000,475.180000
18C-CLOCK-GIRL,18,CLOC,C,GIRL,,0,146.720000,521.230000,0.210000,519.670000,-1.400000,393.710000,146.720000,390.600000
15B-CORNERS-SLIDING-2,15,CORN,B,SLIDING,2,0,593.860000,129.620000,447.350000,128.070000,445.740000,2.100000,593.860000,-1.010000
8C-WIDE-LADDER,8,WIDE,C,LADDER,,0,545.990000,125.960000,399.480000,124.410000,397.870000,-1.560000,545.990000,-4.670000
24C-SOC-THROWING,24,SOC,C,THROWING,,0,300.060000,603.820000,153.550000,602.260000,151.940000,476.290000,300.060000,473.180000
11C-CLOCK-SLIDING,11,CLOC,C,SLIDING,,0,702.760000,123.910000,556.250000,122.350000,554.640000,-3.620000,702.760000,-6.730000
7C-CLOCK-ME,7,CLOC,C,ME,,0,147.420000,247.250000,0.910000,245.690000,-0.700000,119.730000,147.420000,116.620000
14C-SOC-ME,14,SOC,C,ME,,0,145.060000,129.820000,-1.450000,128.260000,-3.060000,2.290000,145.060000,-0.820000
17C-CORNERS-CLIMBING,17,CORN,C,CLIMBING,,0,742.570000,130.180000,596.060000,128.620000,594.450000,2.660000,742.570000,-0.450000
29B-WIDE-THROWING-1,29,WIDE,B,THROWING,1,0,344.800000,530.650000,198.290000,529.090000,196.680000,403.130000,344.800000,400.020000
6C-CORNERS-LADDER,6,CORN,C,LADDER,,0,148.160000,602.510000,1.650000,600.950000,0.040000,474.990000,148.160000,471.880000
4C-WIDE-SLIDING,4,WIDE,C,SLIDING,,0,354.050000,128.240000,207.540000,126.680000,205.930000,0.710000,354.050000,-2.400000
23C-CORNERS-HAPPY,23,CORN,C,HAPPY,,0,597.940000,748.190000,451.430000,746.640000,449.820000,620.670000,597.940000,617.560000
16C-SOC-LADDER,16,SOC,C,LADDER,,0,449.060000,605.820000,302.550000,604.260000,300.940000,478.290000,449.060000,475.180000
31C-WIDE-SLIDING-T,31,WIDE,D,SLIDING,T,0,344.320000,128.320000,197.810000,126.760000,196.200000,0.790000,344.320000,-2.320000
20C-CLOCK-ME,20,CLOC,C,ME,,0,147.420000,249.250000,0.910000,247.690000,-0.700000,121.730000,147.420000,118.620000
24C-SOC-SWINGING,24,SOC,C,SWINGING,,0,299.060000,442.820000,152.550000,441.260000,150.940000,315.290000,299.060000,312.180000
27C-SOC-THROWING,27,SOC,C,THROWING,,0,300.060000,603.820000,153.550000,602.260000,151.940000,476.290000,300.060000,473.180000
30X-CORNERS-ALL,30,CORN,X,ALL,,81,-0.800000,-3.860000,750.210000,-3.860000,750.210000,774.360000,-0.800000,774.360000
11C-CLOCK-HAPPY,11,CLOC,C,HAPPY,,0,396.830000,777.470000,250.320000,775.910000,248.710000,649.950000,396.830000,646.840000
6C-CORNERS-CLIMBING,6,CORN,C,CLIMBING,,0,742.570000,130.180000,596.060000,128.620000,594.450000,2.660000,742.570000,-0.450000
7C-CLOCK-CLIMBING,7,CLOC,C,CLIMBING,,0,260.000000,129.200000,113.490000,127.640000,111.880000,1.680000,260.000000,-1.430000
13B-SOC-GIRL-2,13,SOC,B,GIRL,2,0,150.080000,603.980000,3.570000,602.430000,1.960000,476.460000,150.080000,473.350000
32C-WIDE-SWINGING,32,WIDE,C,SWINGING,,0,341.270000,739.530000,194.760000,737.980000,193.150000,612.010000,341.270000,608.900000
22C-WIDE-SWING,22,WIDE,C,SWING,,0,540.040000,528.270000,393.530000,526.720000,391.920000,400.750000,540.040000,397.640000
10A-CORNERS-SWING,10,CORN,A,SWING,,20,145.610000,745.200000,-0.900000,743.650000,-2.510000,617.680000,145.610000,614.570000
28C-CORNERS-COLD,28,CORN,C,COLD,,0,741.910000,743.120000,595.400000,741.560000,593.790000,615.600000,741.910000,612.490000
12C-CLOCK-CLIMBING,12,CLOC,C,CLIMBING,,0,253.000000,129.200000,106.490000,127.640000,104.880000,1.680000,253.000000,-1.430000
15C-CORNERS-SLIDE,15,CORN,C,SLIDE,,0,294.760000,745.660000,148.250000,744.100000,146.640000,618.140000,294.760000,615.030000
25C-CORNERS-BABY,25,CORN,C,BABY,,0,148.310000,275.950000,1.800000,274.400000,0.190000,148.430000,148.310000,145.320000
15C-CORNERS-BABY,15,CORN,C,BABY,,0,146.000000,278.190000,-0.510000,276.630000,-2.120000,150.670000,146.000000,147.560000
7C-CLOCK-BOY,7,CLOC,C,BOY,,0,147.750000,657.180000,1.240000,655.620000,-0.370000,529.660000,147.750000,526.550000
22C-WIDE-BOY,22,WIDE,C,BOY,,0,146.180000,536.960000,-0.330000,535.410000,-1.940000,409.440000,146.180000,406.330000
29C-WIDE-ME,29,WIDE,C,ME,,0,144.790000,738.400000,-1.720000,736.840000,-3.330000,610.870000,144.790000,607.760000
31B-WIDE-BALL-2,31,WIDE,B,BALL,2,0,545.340000,326.200000,398.830000,324.650000,397.220000,198.680000,545.340000,195.570000
24C-SOC-SLIDING,24,SOC,C,SLIDING,,0,297.060000,282.820000,150.550000,281.260000,148.940000,155.290000,297.060000,152.180000
29C-WIDE-GIRL,29,WIDE,C,GIRL,,0,146.200000,128.240000,-0.310000,126.680000,-1.920000,0.710000,146.200000,-2.400000
17C-CORNERS-SWINGING,17,CORN,C,SWINGING,,0,739.370000,274.400000,592.860000,272.850000,591.250000,146.880000,739.370000,143.770000
5B-CLOCK-ME-1,5,CLOC,B,ME,1,0,147.340000,248.000000,0.830000,246.450000,-0.780000,120.480000,147.340000,117.370000
6C-CORNERS-BOY,6,CORN,C,BOY,,0,295.270000,271.450000,148.760000,269.900000,147.150000,143.930000,295.270000,140.820000
21B-SOC-CLIMBING-1,21,SOC,B,CLIMBING,1,6,298.290000,131.650000,151.780000,130.090000,150.170000,4.130000,298.290000,1.020000
21C-SOC-HOT,21,SOC,C,HOT,,0,592.060000,446.820000,445.550000,445.260000,443.940000,319.290000,592.060000,316.180000
30C-CORNERS-SAD,30,CORN,C,SAD,,0,745.270000,596.780000,598.760000,595.220000,597.150000,469.260000,745.270000,466.150000
15C-CORNERS-HAPPY,15,CORN,C,HAPPY,,0,592.900000,742.220000,446.390000,740.670000,444.780000,614.700000,592.900000,611.590000
29C-WIDE-SLIDE,29,WIDE,C,SLIDE,,0,540.650000,734.400000,394.140000,732.840000,392.530000,606.870000,540.650000,603.760000
19B-SOC-SWINGING-2,19,SOC,B,SWINGING,2,0,298.040000,445.650000,151.530000,444.090000,149.920000,318.130000,298.040000,315.020000
2C-SOC-GIRL,2,SOC,C,GIRL,,0,151.060000,605.820000,4.550000,604.260000,2.940000,478.290000,151.060000,475.180000
20B-CLOCK-SLIDING-1,20,CLOC,B,SLIDING,1,0,687.960000,128.430000,541.450000,126.880000,539.840000,0.910000,687.960000,-2.200000
22C-WIDE-SWINGING,22,WIDE,C,SWINGING,,0,341.270000,737.260000,194.760000,735.710000,193.150000,609.740000,341.270000,606.630000
10C-CORNERS-HOT,10,CORN,C,HOT,,0,595.210000,595.630000,448.700000,594.070000,447.090000,468.100000,595.210000,464.990000
15A-CORNERS-SWINGING,15,CORN,A,SWINGING,,27,746.010000,273.010000,599.500000,271.460000,597.890000,145.490000,746.010000,142.380000
7C-CLOCK-SLIDING,7,CLOC,C,SLIDING,,0,702.760000,126.260000,556.250000,124.710000,554.640000,-1.260000,702.760000,-4.370000
16B-SOC-BOY-1,16,SOC,B,BOY,1,7,150.080000,446.980000,3.570000,445.430000,1.960000,319.460000,150.080000,316.350000
31C-WIDE-HAPPY,31,WIDE,C,HAPPY,,0,742.190000,131.240000,595.680000,129.680000,594.070000,3.710000,742.190000,0.600000
8C-WIDE-HAPPY,8,WIDE,C,HAPPY,,0,736.460000,131.640000,589.940000,130.090000,588.330000,4.120000,736.460000,1.010000
19A-SOC-CLIMBING,19,SOC,A,CLIMBING,,10,297.720000,129.860000,151.210000,128.300000,149.600000,2.340000,297.720000,-0.770000
27A-SOC-HAPPY,27,SOC,A,HAPPY,,17,588.720000,129.860000,442.210000,128.300000,440.600000,2.340000,588.720000,-0.770000
9C-CLOCK-GIRL,9,CLOC,C,GIRL,,0,149.080000,522.410000,2.570000,520.850000,0.960000,394.890000,149.080000,391.780000
15B-CORNERS-CLIMBING-1,15,CORN,B,CLIMBING,1,6,742.680000,128.650000,596.170000,127.100000,594.560000,1.130000,742.680000,-1.980000
29A-WIDE-CLIMBING,29,WIDE,A,CLIMBING,,32,340.480000,321.860000,193.970000,320.300000,192.360000,194.340000,340.480000,191.230000
28C-CORNERS-SLIDE,28,CORN,C,SLIDE,,0,298.220000,745.640000,151.710000,744.090000,150.100000,618.120000,298.220000,615.010000
13C-SOC-BALL,13,SOC,C,BALL,,0,447.060000,129.820000,300.550000,128.260000,298.940000,2.290000,447.060000,-0.820000
24C-SOC-CLIMBING-T,24,SOC,D,CLIMBING,T,0,294.560000,129.320000,148.050000,127.760000,146.440000,1.790000,294.560000,-1.320000
3C-CLOCK-SWINGING,3,CLOC,C,SWINGING,,0,407.080000,126.980000,260.570000,125.420000,258.960000,-0.550000,407.080000,-3.660000
21C-SOC-BOY,21,SOC,C,BOY,,0,149.060000,443.820000,2.550000,442.260000,0.940000,316.290000,149.060000,313.180000
24C-SOC-SAD,24,SOC,C,SAD,,0,591.060000,281.820000,444.550000,280.260000,442.940000,154.290000,591.060000,151.180000
17A-CORNERS-HAPPY,17,CORN,A,HAPPY,,29,596.880000,744.010000,450.370000,742.460000,448.760000,616.490000,596.880000,613.380000
26B-WIDE-THROWING-2,26,WIDE,B,THROWING,2,0,344.800000,531.650000,198.290000,530.090000,196.680000,404.130000,344.800000,401.020000
3C-CLOCK-BOY,3,CLOC,C,BOY,,0,148.930000,658.360000,2.420000,656.800000,0.810000,530.840000,148.930000,527.730000
13C-SOC-HOT,13,SOC,C,HOT,,0,592.060000,446.820000,445.550000,445.260000,443.940000,319.290000,592.060000,316.180000
7A-CLOCK-BALL,7,CLOC,A,BALL,,48,796.530000,375.370000,650.020000,373.810000,648.410000,247.840000,796.530000,244.730000
2C-SOC-HAPPY,2,SOC,C,HAPPY,,0,592.060000,127.820000,445.550000,126.260000,443.940000,0.290000,592.060000,-2.820000
5C-CLOCK-HAPPY,5,CLOC,C,HAPPY,,0,396.830000,777.470000,250.320000,775.910000,248.710000,649.950000,396.830000,646.840000
29C-WIDE-HOT,29,WIDE,C,HOT,,0,739.920000,536.560000,593.410000,535.000000,591.800000,409.040000,739.920000,405.920000
8C-WIDE-SLIDE,8,WIDE,C,SLIDE,,0,542.210000,738.400000,395.700000,736.840000,394.090000,610.870000,542.210000,607.760000
10C-CORNERS-SLIDING,10,CORN,C,SLIDING,,0,592.800000,132.280000,446.290000,130.730000,444.680000,4.760000,592.800000,1.650000
23A-CORNERS-ME,23,CORN,A,ME,,0,285.220000,129.920000,138.710000,128.360000,137.100000,2.390000,285.220000,-0.720000
17C-CORNERS-BABY,17,CORN,C,BABY,,0,142.900000,270.300000,-3.610000,268.740000,-5.220000,142.780000,142.900000,139.670000
11B-CLOCK-ME-3,11,CLOC,B,ME,3,0,148.520000,250.360000,2.010000,248.800000,0.400000,122.840000,148.520000,119.730000
10C-CORNERS-ME,10,CORN,C,ME,,0,297.220000,128.200000,150.710000,126.640000,149.100000,0.680000,297.220000,-2.430000
4C-WIDE-ME,4,WIDE,C,ME,,0,144.790000,738.400000,-1.720000,736.840000,-3.330000,610.870000,144.790000,607.760000
18B-CLOCK-SLIDING-2,18,CLOC,B,SLIDING,2,9,696.960000,129.430000,550.450000,127.880000,548.840000,1.910000,696.960000,-1.200000
15C-CORNERS-BOY,15,CORN,C,BOY,,0,294.910000,275.880000,148.400000,274.320000,146.790000,148.360000,294.910000,145.250000
26C-WIDE-SWING,26,WIDE,C,SWING,,0,549.650000,529.400000,403.140000,527.840000,401.530000,401.870000,549.650000,398.760000
15C-CORNERS-HOT,15,CORN,C,HOT,,0,595.210000,595.630000,448.700000,594.070000,447.090000,468.100000,595.210000,464.990000
24A-SOC-LADDER,24,SOC,A,LADDER,,29,447.720000,605.860000,301.210000,604.300000,299.600000,478.340000,447.720000,475.230000
20C-CLOCK-GIRL,20,CLOC,C,GIRL,,7,146.720000,521.230000,0.210000,519.670000,-1.400000,393.710000,146.720000,390.600000
16B-SOC-ME-3,16,SOC,B,ME,3,0,150.290000,128.650000,3.780000,127.090000,2.170000,1.130000,150.290000,-1.980000
8C-WIDE-THROWING,8,WIDE,C,THROWING,,38,340.410000,532.420000,193.900000,530.870000,192.290000,404.900000,340.410000,401.790000
25C-CORNERS-BOY,25,CORN,C,BOY,,0,297.220000,273.640000,150.710000,272.090000,149.100000,146.120000,297.220000,143.010000
18C-CLOCK-SAD,18,CLOC,C,SAD,,0,259.070000,781.190000,112.560000,779.630000,110.950000,653.660000,259.070000,650.550000
29C-WIDE-LADDER-T,29,WIDE,D,LADDER,T,0,552.320000,126.320000,405.810000,124.760000,404.200000,-1.210000,552.320000,-4.320000
3B-CLOCK-HAPPY-1,3,CLOC,B,HAPPY,1,47,402.000000,770.300000,255.490000,768.750000,253.880000,642.780000,402.000000,639.670000
23C-CORNERS-SWINGING,23,CORN,C,SWINGING,,0,739.370000,274.400000,592.860000,272.850000,591.250000,146.880000,739.370000,143.770000
21C-SOC-BALL,21,SOC,C,BALL,,0,448.060000,128.820000,301.550000,127.260000,299.940000,1.290000,448.060000,-1.820000
14C-SOC-BALL,14,SOC,C,BALL,,0,447.060000,129.820000,300.550000,128.260000,298.940000,2.290000,447.060000,-0.820000
3B-CLOCK-COLD-2,3,CLOC,B,COLD,2,0,548.360000,770.120000,401.850000,768.570000,400.240000,642.600000,548.360000,639.490000
32B-WIDE-BABY-2,32,WIDE,B,BABY,2,0,147.620000,327.190000,1.110000,325.630000,-0.500000,199.670000,147.620000,196.560000
31C-WIDE-SWINGING,31,WIDE,C,SWINGING,,0,352.650000,738.400000,206.140000,736.840000,204.530000,610.870000,352.650000,607.760000
18B-CLOCK-CLIMBING-1,18,CLOC,B,CLIMBING,1,0,249.790000,131.640000,103.280000,130.090000,101.670000,4.120000,249.790000,1.010000
26A-WIDE-SLIDING,26,WIDE,A,SLIDING,,17,340.480000,128.860000,193.970000,127.300000,192.360000,1.340000,340.480000,-1.770000
11A-CLOCK-BOY,11,CLOC,A,BOY,,30,149.250000,655.970000,2.740000,654.420000,1.130000,528.450000,149.250000,525.340000
4B-WIDE-BALL-1,4,WIDE,B,BALL,1,0,541.050000,326.650000,394.540000,325.090000,392.930000,199.130000,541.050000,196.020000
24C-SOC-HAPPY,24,SOC,C,HAPPY,,5,588.060000,130.820000,441.550000,129.260000,439.940000,3.290000,588.060000,0.180000
23C-CORNERS-LADDER,23,CORN,C,LADDER,,0,148.160000,602.510000,1.650000,600.950000,0.040000,474.990000,148.160000,471.880000
8A-WIDE-BOY,8,WIDE,A,BOY,,38,148.320000,525.030000,1.810000,523.480000,0.200000,397.510000,148.320000,394.400000
22C-WIDE-BALL,22,WIDE,C,BALL,,0,544.990000,325.400000,398.480000,323.840000,396.870000,197.870000,544.990000,194.760000
18C-CLOCK-BABY,18,CLOC,C,BABY,,0,149.240000,384.860000,2.730000,383.300000,1.120000,257.340000,149.240000,254.230000
10C-CORNERS-SWINGING-T,10,CORN,D,SWINGING,T,0,742.760000,272.210000,596.250000,270.650000,594.640000,144.690000,742.760000,141.580000
1C-WIDE-CLIMBING,1,WIDE,C,CLIMBING,,10,341.680000,326.530000,195.170000,324.980000,193.560000,199.010000,341.680000,195.900000
5X-CLOCK-ALL,5,CLOC,X,ALL,,80,1.140000,1.140000,794.330000,1.140000,794.330000,772.330000,1.140000,772.330000
8C-WIDE-BALL,8,WIDE,C,BALL,,0,544.990000,325.400000,398.480000,323.840000,396.870000,197.870000,544.990000,194.760000
1C-WIDE-BALL,1,WIDE,C,BALL,,0,544.990000,325.400000,398.480000,323.840000,396.870000,197.870000,544.990000,194.760000
13B-SOC-BOY-1,13,SOC,B,BOY,1,15,146.040000,444.650000,-0.470000,443.090000,-2.080000,317.130000,146.040000,314.020000
12A-CLOCK-SLIDE,12,CLOC,A,SLIDE,,27,799.530000,247.370000,653.020000,245.810000,651.410000,119.840000,799.530000,116.730000
20C-CLOCK-SAD,20,CLOC,C,SAD,,0,259.070000,781.190000,112.560000,779.630000,110.950000,653.660000,259.070000,650.550000
25C-CORNERS-HAPPY,25,CORN,C,HAPPY,,0,592.900000,738.300000,446.390000,736.740000,444.780000,610.780000,592.900000,607.670000
9C-CLOCK-BOY,9,CLOC,C,BOY,,0,147.750000,653.640000,1.240000,652.090000,-0.370000,526.120000,147.750000,523.010000
25C-CORNERS-THROWING-T,25,CORN,D,THROWING,T,0,598.600000,274.210000,452.090000,272.650000,450.480000,146.690000,598.600000,143.580000
19B-SOC-SLIDING-1,19,SOC,B,SLIDING,1,10,293.290000,284.650000,146.780000,283.090000,145.170000,157.130000,293.290000,154.020000
8C-WIDE-COLD,8,WIDE,C,COLD,,0,735.050000,741.800000,588.540000,740.250000,586.930000,614.280000,735.050000,611.170000
30C-CORNERS-HOT,30,CORN,C,HOT,,0,595.210000,595.630000,448.700000,594.070000,447.090000,468.100000,595.210000,464.990000
5C-CLOCK-SLIDE,5,CLOC,C,SLIDE,,0,793.160000,252.990000,646.650000,251.430000,645.040000,125.470000,793.160000,122.360000
17C-CORNERS-SWING,17,CORN,C,SWING,,0,149.310000,747.950000,2.800000,746.400000,1.190000,620.430000,149.310000,617.320000
9C-CLOCK-CLIMBING,9,CLOC,C,CLIMBING,,0,260.000000,129.200000,113.490000,127.640000,111.880000,1.680000,260.000000,-1.430000
22X-WIDE-ALL,22,WIDE,X,ALL,,42,1.140000,1.140000,738.330000,1.140000,738.330000,739.300000,1.140000,739.300000
7C-CLOCK-SAD,7,CLOC,C,SAD,,0,260.500000,782.620000,113.990000,781.070000,112.380000,655.100000,260.500000,651.990000
26C-WIDE-HOT,26,WIDE,C,HOT,,0,739.920000,536.560000,593.410000,535.000000,591.800000,409.040000,739.920000,405.920000
9C-CLOCK-SWING,9,CLOC,C,SWING,,0,796.000000,511.640000,649.490000,510.090000,647.880000,384.120000,796.000000,381.010000
12X-CLOCK-ALL,12,CLOC,X,ALL,,86,1.140000,1.140000,794.330000,1.140000,794.330000,772.330000,1.140000,772.330000
29C-WIDE-BALL,29,WIDE,C,BALL,,0,547.050000,317.240000,400.540000,315.680000,398.930000,189.710000,547.050000,186.600000
15C-CORNERS-ME,15,CORN,C,ME,,0,297.220000,131.590000,150.710000,130.030000,149.100000,4.070000,297.220000,0.960000
4A-WIDE-LADDER,4,WIDE,A,LADDER,,0,542.480000,125.860000,395.970000,124.300000,394.360000,-1.660000,542.480000,-4.770000
27C-SOC-ME,27,SOC,C,ME,,0,147.060000,129.820000,0.550000,128.260000,-1.060000,2.290000,147.060000,-0.820000
30B-CORNERS-SLIDING-1,30,CORN,B,SLIDING,1,0,598.400000,132.090000,451.890000,130.530000,450.280000,4.570000,598.400000,1.460000
6C-CORNERS-SWING,6,CORN,C,SWING,,0,149.310000,747.950000,2.800000,746.400000,1.190000,620.430000,149.310000,617.320000
12C-CLOCK-HAPPY,12,CLOC,C,HAPPY,,5,401.190000,780.850000,254.680000,779.300000,253.070000,653.330000,401.190000,650.220000
4C-WIDE-BALL,4,WIDE,C,BALL,,0,741.190000,330.670000,594.680000,329.110000,593.070000,203.150000,741.190000,200.040000
13C-SOC-SAD,13,SOC,C,SAD,,0,591.060000,281.820000,444.550000,280.260000,442.940000,154.290000,591.060000,151.180000
19C-SOC-COLD,19,SOC,C,COLD,,0,594.060000,602.820000,447.550000,601.260000,445.940000,475.290000,594.060000,472.180000
7X-CLOCK-ALL,7,CLOC,X,ALL,,48,1.140000,1.140000,794.330000,1.140000,794.330000,772.330000,1.140000,772.330000
5C-CLOCK-HOT,5,CLOC,C,HOT,,0,690.090000,772.720000,543.580000,771.170000,541.970000,645.200000,690.090000,642.090000
18C-CLOCK-HOT,18,CLOC,C,HOT,,0,694.810000,771.540000,548.300000,769.990000,546.690000,644.020000,694.810000,640.910000
21C-SOC-SWING,21,SOC,C,SWING,,12,439.060000,283.820000,292.550000,282.260000,290.940000,156.290000,439.060000,153.180000
31C-WIDE-SAD,31,WIDE,C,SAD,,0,741.190000,330.670000,594.680000,329.110000,593.070000,203.150000,741.190000,200.040000
24X-SOC-ALL,24,SOC,X,ALL,,60,1.140000,1.140000,588.910000,1.140000,588.910000,603.720000,1.140000,603.720000
17C-CORNERS-BOY,17,CORN,C,BOY,,0,295.270000,271.450000,148.760000,269.900000,147.150000,143.930000,295.270000,140.820000
6C-CORNERS-ME,6,CORN,C,ME,,0,295.270000,131.780000,148.760000,130.220000,147.150000,4.260000,295.270000,1.150000
14C-SOC-SWINGING,14,SOC,C,SWINGING,,0,294.560000,441.320000,148.050000,439.760000,146.440000,313.790000,294.560000,310.680000
20X-CLOCK-ALL,20,CLOC,X,ALL,,67,1.140000,1.140000,794.330000,1.140000,794.330000,772.330000,1.140000,772.330000
22B-WIDE-HOT-1,22,WIDE,B,HOT,1,7,737.640000,535.010000,591.130000,533.450000,589.520000,407.490000,737.640000,404.380000
19C-SOC-BABY,19,SOC,C,BABY,,0,148.060000,284.820000,1.550000,283.260000,-0.060000,157.290000,148.060000,154.180000
1C-WIDE-LADDER,1,WIDE,C,LADDER,,0,545.990000,125.960000,399.480000,124.410000,397.870000,-1.560000,545.990000,-4.670000
14C-SOC-THROWING,14,SOC,C,THROWING,,0,296.060000,607.820000,149.550000,606.260000,147.940000,480.290000,296.060000,477.180000
26C-WIDE-HAPPY,26,WIDE,C,HAPPY,,0,742.190000,131.240000,595.680000,129.680000,594.070000,3.710000,742.190000,0.600000
